,_id,ltable_id,rtable_id,ltable_product title,ltable_combo,rtable_product title,rtable_combo
5184,5184,a2794,w3355,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
5186,5186,a2794,w3368,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi lenovo 
5197,5197,a2794,w3401,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi lenovo 
5216,5216,a2794,w3458,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 2tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 2tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
5279,5279,a2837,w3319,lenovo thinkpad p51 touch workstation laptop - windows 10 pro - intel quad-core i7-7700hq 64gb ram 2tb ssd 15.6 fhd ips 1920x1080 touchscreen nvidia quadro m1200m 4gb gpu smart card reader,lenovo thinkpad p51 touch workstation laptop - windows 10 pro - intel quad-core i7-7700hq 64gb ram 2tb ssd 15.6 fhd ips 1920x1080 touchscreen nvidia quadro m1200m 4gb gpu smart card reader lenovo thinkpad p51,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
5281,5281,a2837,w3353,lenovo thinkpad p51 touch workstation laptop - windows 10 pro - intel quad-core i7-7700hq 64gb ram 2tb ssd 15.6 fhd ips 1920x1080 touchscreen nvidia quadro m1200m 4gb gpu smart card reader,lenovo thinkpad p51 touch workstation laptop - windows 10 pro - intel quad-core i7-7700hq 64gb ram 2tb ssd 15.6 fhd ips 1920x1080 touchscreen nvidia quadro m1200m 4gb gpu smart card reader lenovo thinkpad p51,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
5371,5371,a335,w714,2018 newest premium hp 15.6 business flagship laptop hd+ wled-backlit touchscreen display intel i3-7100u processor 12gb ddr4 ram 1tb hdd intel 620 graphics dvd-rw 802.11ac wifi hdmi windows 10-black,2018 newest premium hp 15.6 business flagship laptop hd+ wled-backlit touchscreen display intel i3-7100u processor 12gb ddr4 ram 1tb hdd intel 620 graphics dvd-rw 802.11ac wifi hdmi windows 10-black hp ,2018 newest premium hp 15.6? touchscreen hd laptop intel dual core i3-7100u processor 2.40ghz 8gb ddr4 ram 1tb hdd hdmi bluetooth webcam hd graphics 620 dvd-rw 8-hours battery win 10,2018 newest premium hp 15.6? touchscreen hd laptop intel dual core i3-7100u processor 2.40ghz 8gb ddr4 ram 1tb hdd hdmi bluetooth webcam hd graphics 620 dvd-rw 8-hours battery win 10 hp 
5424,5424,a382,w3253,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro lenovo thinkpad x260 20f6 business,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
5431,5431,a382,w3279,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro lenovo thinkpad x260 20f6 business,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
5435,5435,a382,w3305,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro lenovo thinkpad x260 20f6 business,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
5451,5451,a382,w3450,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro,lenovo thinkpad x260 business laptop: 12.5 ips anti-glare fhd (1920x1080) intel core i7-6600u 256gb ssd 16gb ddr4 backlit keyboard fp reader windows 7 pro upgradeable to win 10 pro lenovo thinkpad x260 20f6 business,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 8gb ram 2tb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard lenovo 
5465,5465,a389,w2984,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 256gb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 256gb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
5483,5483,a389,w3071,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
5494,5494,a389,w3115,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - intel core i7-7600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader black color,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - intel core i7-7600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader black color lenovo 2017
5521,5521,a389,w3180,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 256gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 256gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 lenovo 
5523,5523,a389,w3183,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
5558,5558,a389,w3287,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 1tb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 1tb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
5564,5564,a389,w3293,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad x1 yoga multimode ultrabook - windows 10 pro - intel i7-7600u 512gb ssd 16gb ram 14 wqhd ips 2560x1440 touchscreen w/ pen input fingerprint reader thin & light - black,lenovo thinkpad x1 yoga multimode ultrabook - windows 10 pro - intel i7-7600u 512gb ssd 16gb ram 14 wqhd ips 2560x1440 touchscreen w/ pen input fingerprint reader thin & light - black 
5567,5567,a389,w3296,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad x1 yoga multimode ultrabook - windows 7 pro - intel i7-6600u 1tb ssd 16gb ram 14 wqhd ips (2560x1440) touchscreen w/ pen input fingerprint reader thin & light,lenovo thinkpad x1 yoga multimode ultrabook - windows 7 pro - intel i7-6600u 1tb ssd 16gb ram 14 wqhd ips (2560x1440) touchscreen w/ pen input fingerprint reader thin & light lenovo 
5569,5569,a389,w3327,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
5585,5585,a389,w3367,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 12gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
5588,5588,a389,w3370,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi lenovo 
5592,5592,a389,w3395,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 lenovo ,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
